,name,group,link,country,party,status,id
597,Sven SCHULZE,EPP,https://www.votewatch.eu/en/term8-sven-schulze-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,598
598,Joachim SCHUSTER,S&D,https://www.votewatch.eu/en/term8-joachim-schuster-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,599
599,Andreas SCHWAB,EPP,https://www.votewatch.eu/en/term8-andreas-schwab-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,600
600,Molly SCOTT CATO,Greens/EFA,https://www.votewatch.eu/en/term8-molly-scott-cato-2.html,United Kingdom,Green Party,Active,601
601,Jordi SEBASTIÀ,Greens/EFA,https://www.votewatch.eu/en/term8-jordi-sebastia.html,Spain,COMPROMIS,Inactive,602
602,Olga SEHNALOVÁ,S&D,https://www.votewatch.eu/en/term8-olga-sehnalova-2.html,Czech Republic,Česká strana sociálně demokratická,Active,603
603,Maria Lidia SENRA RODRÍGUEZ,GUE-NGL,https://www.votewatch.eu/en/term8-maria-lidia-senra-rodriguez-2.html,Spain,Alternativa galega de esquerda en Europa,Active,604
604,Remo SERNAGIOTTO,ECR,https://www.votewatch.eu/en/term8-remo-sernagiotto-2.html,Italy,Conservatori e Riformisti,Active,605
605,Ricardo SERRÃO SANTOS,S&D,https://www.votewatch.eu/en/term8-ricardo-serrao-santos-2.html,Portugal,Partido Socialista,Active,606
606,Jill SEYMOUR,EFDD,https://www.votewatch.eu/en/term8-jill-seymour-2.html,United Kingdom,United Kingdom Independence Party,Active,607
607,Czesław Adam SIEKIERSKI,EPP,https://www.votewatch.eu/en/term8-czeslaw-adam-siekierski-2.html,Poland,Polskie Stronnictwo Ludowe,Active,608
608,Pedro SILVA PEREIRA,S&D,https://www.votewatch.eu/en/term8-pedro-silva-pereira-2.html,Portugal,Partido Socialista,Active,609
609,Peter SIMON,S&D,https://www.votewatch.eu/en/term8-peter-simon-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,610
610,Siôn SIMON,S&D,https://www.votewatch.eu/en/term8-sion-simon-2.html,United Kingdom,Labour Party,Active,611
611,Birgit SIPPEL,S&D,https://www.votewatch.eu/en/term8-birgit-sippel-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,612
612,Branislav ŠKRIPEK,ECR,https://www.votewatch.eu/en/term8-branislav-skripek-2.html,Slovakia,OBYČAJNÍ ĽUDIA,Active,613
613,Davor ŠKRLEC,Greens/EFA,https://www.votewatch.eu/en/term8-davor-skrlec-2.html,Croatia,Independent,Active,614
614,Alyn SMITH,Greens/EFA,https://www.votewatch.eu/en/term8-alyn-smith-2.html,United Kingdom,Scottish National Party,Active,615
615,Monika SMOLKOVÁ,S&D,https://www.votewatch.eu/en/term8-monika-smolkova-2.html,Slovakia,SMER-Sociálna demokracia,Active,616
616,Csaba SÓGOR,EPP,https://www.votewatch.eu/en/term8-csaba-sogor-2.html,Romania,Uniunea Democrată Maghiară din România,Active,617
617,Michaela ŠOJDROVÁ,EPP,https://www.votewatch.eu/en/term8-michaela-sojdrova-2.html,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,Active,618
618,Igor ŠOLTES,Greens/EFA,https://www.votewatch.eu/en/term8-igor-soltes-2.html,Slovenia,Lista dr. Igorja Šoltesa,Active,619
619,Renate SOMMER,EPP,https://www.votewatch.eu/en/term8-renate-sommer-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,620
620,Martin SONNEBORN,NI,https://www.votewatch.eu/en/term8-martin-sonneborn-2.html,Germany,Die PARTEI,Active,621
621,Renato SORU,S&D,https://www.votewatch.eu/en/term8-renato-soru-2.html,Italy,Partito Democratico,Active,622
622,Francisco SOSA WAGNER,ALDE/ADLE,https://www.votewatch.eu/en/term8-francisco-sosa-wagner-2.html,Spain,"Unión, Progreso y Democracia",Inactive,623
623,Barbara SPINELLI  This person became MEP later than the general start of the term.  This person ceased to be an MEP before the end of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-barbara-spinelli-2.html,Italy,Independent,Active,624
624,Maria SPYRAKI,EPP,https://www.votewatch.eu/en/term8-maria-spyraki-2.html,Greece,Nea Demokratia,Active,625
625,Bart STAES,Greens/EFA,https://www.votewatch.eu/en/term8-bart-staes-2.html,Belgium,Groen,Active,626
626,Sergei STANISHEV,S&D,https://www.votewatch.eu/en/term8-sergei-stanishev.html,Bulgaria,Bulgarian Socialist Party,Active,627
627,Joachim STARBATTY,ECR,https://www.votewatch.eu/en/term8-joachim-starbatty-2.html,Germany,Independent,Active,628
628,Ivan ŠTEFANEC,EPP,https://www.votewatch.eu/en/term8-ivan-stefanec-2.html,Slovakia,Kresťanskodemokratické hnutie,Active,629
629,Jutta STEINRUCK,S&D,https://www.votewatch.eu/en/term8-jutta-steinruck-2.html,Germany,Sozialdemokratische Partei Deutschlands,Inactive,630
630,Jaromír ŠTĚTINA,EPP,https://www.votewatch.eu/en/term8-jaromir-stetina-2.html,Czech Republic,TOP 09 a Starostové,Active,631
631,Helga STEVENS,ECR,https://www.votewatch.eu/en/term8-helga-stevens-2.html,Belgium,Nieuw-Vlaamse Alliantie,Active,632
632,Davor Ivo STIER,EPP,https://www.votewatch.eu/en/term8-davor-ivo-stier-2.html,Croatia,Hrvatska demokratska zajednica,Inactive,633
633,Catherine STIHLER,S&D,https://www.votewatch.eu/en/term8-catherine-stihler-2.html,United Kingdom,Labour Party,Inactive,634
634,Theodor Dumitru STOLOJAN,EPP,https://www.votewatch.eu/en/term8-theodor-dumitru-stolojan-2.html,Romania,Partidul Naţional Liberal,Active,635
635,Beatrix von STORCH,EFDD,https://www.votewatch.eu/en/term8-beatrix-von-storch-2.html,Germany,Alternative für Deutschland,Inactive,636
636,Olaf STUGER,ENF,https://www.votewatch.eu/en/term8-olaf-stuger-2.html,Netherlands,Partij voor de Vrijheid,Active,637
637,Christos STYLIANIDES,EPP,https://www.votewatch.eu/en/term8-christos-stylianides-2.html,Cyprus,Democratic Rally,Inactive,638
638,Dubravka ŠUICA,EPP,https://www.votewatch.eu/en/term8-dubravka-suica-2.html,Croatia,Hrvatska demokratska zajednica,Active,639
639,Richard SULÍK,ECR,https://www.votewatch.eu/en/term8-richard-sulik-2.html,Slovakia,Sloboda a Solidarita,Active,640
640,Patricija ŠULIN,EPP,https://www.votewatch.eu/en/term8-patricija-sulin-2.html,Slovenia,Slovenska demokratska stranka,Active,641
641,Pavel SVOBODA,EPP,https://www.votewatch.eu/en/term8-pavel-svoboda-2.html,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,Active,642
642,Kay SWINBURNE,ECR,https://www.votewatch.eu/en/term8-kay-swinburne-2.html,United Kingdom,Conservative Party,Active,643
643,Neoklis SYLIKIOTIS,GUE-NGL,https://www.votewatch.eu/en/term8-neoklis-sylikiotis-2.html,Cyprus,Progressive Party of Working People - Left - New Forces,Active,644
644,Eleftherios SYNADINOS,NI,https://www.votewatch.eu/en/term8-eleftherios-synadinos.html,Greece,Patriotic Radical Union (PAT.RI.E.),Active,645
645,József SZÁJER,EPP,https://www.votewatch.eu/en/term8-jozsef-szajer-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,646
646,Tibor SZANYI,S&D,https://www.votewatch.eu/en/term8-tibor-szanyi.html,Hungary,Magyar Szocialista Párt,Active,647
647,Adam SZEJNFELD,EPP,https://www.votewatch.eu/en/term8-adam-szejnfeld-2.html,Poland,Platforma Obywatelska,Active,648
648,Antonio TAJANI,EPP,https://www.votewatch.eu/en/term8-antonio-tajani-2.html,Italy,Forza Italia,Active,649
649,Dario TAMBURRANO,EFDD,https://www.votewatch.eu/en/term8-dario-tamburrano-2.html,Italy,Movimento 5 Stelle,Active,650
650,Claudiu Ciprian TĂNĂSESCU,S&D,https://www.votewatch.eu/en/term8-claudiu-ciprian-tanasescu-2.html,Romania,Partidul Social Democrat,Active,651
651,Paul TANG,S&D,https://www.votewatch.eu/en/term8-paul-tang-2.html,Netherlands,Partij van de Arbeid,Active,652
652,Charles TANNOCK,ECR,https://www.votewatch.eu/en/term8-charles-tannock-2.html,United Kingdom,Conservative Party,Active,653
653,Claudia ȚAPARDEL,S&D,https://www.votewatch.eu/en/term8-claudia-apardel.html,Romania,Partidul Social Democrat,Active,654
654,Marc TARABELLA,S&D,https://www.votewatch.eu/en/term8-marc-tarabella-2.html,Belgium,Parti Socialiste,Active,655
655,Indrek TARAND,Greens/EFA,https://www.votewatch.eu/en/term8-indrek-tarand-2.html,Estonia,Sõltumatu,Active,656
656,Keith TAYLOR,Greens/EFA,https://www.votewatch.eu/en/term8-keith-taylor-2.html,United Kingdom,Green Party,Active,657
657,Pavel TELIČKA,ALDE/ADLE,https://www.votewatch.eu/en/term8-pavel-telicka-2.html,Czech Republic,Independent,Active,658
658,Sampo TERHO,ECR,https://www.votewatch.eu/en/term8-sampo-terho-2.html,Finland,Perussuomalaiset,Inactive,659
659,Josep-Maria TERRICABRAS,Greens/EFA,https://www.votewatch.eu/en/term8-josep-maria-terricabras-2.html,Spain,Esquerra Republicana de Catalunya,Active,660
660,Eleni THEOCHAROUS,ECR,https://www.votewatch.eu/en/term8-eleni-theocharous-2.html,Cyprus,Independent,Active,661
661,Michael THEURER,ALDE/ADLE,https://www.votewatch.eu/en/term8-michael-theurer-2.html,Germany,Freie Demokratische Partei,Inactive,662
662,Isabelle THOMAS,S&D,https://www.votewatch.eu/en/term8-isabelle-thomas-2.html,France,"Génération.s, le mouvement",Active,663
663,Róża Gräfin von THUN UND HOHENSTEIN,EPP,https://www.votewatch.eu/en/term8-roza-grafin-von-thun-und-hohenstein-2.html,Poland,Platforma Obywatelska,Active,664
664,Marianne THYSSEN,EPP,https://www.votewatch.eu/en/term8-marianne-thyssen-2.html,Belgium,Christen-Democratisch & Vlaams,Inactive,665
665,Patrizia TOIA,S&D,https://www.votewatch.eu/en/term8-patrizia-toia-2.html,Italy,Partito Democratico,Active,666
666,László TŐKÉS,EPP,https://www.votewatch.eu/en/term8-laszlo-tokes-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,667
667,Valdemar TOMAŠEVSKI,ECR,https://www.votewatch.eu/en/term8-valdemar-tomasevski-2.html,Lithuania,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,Active,668
668,Ruža TOMAŠIĆ,ECR,https://www.votewatch.eu/en/term8-ruza-tomasic-2.html,Croatia,Hrvatska konzervativna stranka,Active,669
669,Romana TOMC,EPP,https://www.votewatch.eu/en/term8-romana-tomc-2.html,Slovenia,Slovenska demokratska stranka,Active,670
670,Yana TOOM,ALDE/ADLE,https://www.votewatch.eu/en/term8-yana-toom-2.html,Estonia,Eesti Keskerakond,Active,671
671,Ulla TØRNÆS,ALDE/ADLE,https://www.votewatch.eu/en/term8-ulla-t-rn-s-2.html,Denmark,"Venstre, Danmarks Liberale Parti",Inactive,672
672,Nils TORVALDS,ALDE/ADLE,https://www.votewatch.eu/en/term8-nils-torvalds-2.html,Finland,Svenska folkpartiet,Active,673
673,Evžen TOŠENOVSKÝ,ECR,https://www.votewatch.eu/en/term8-evzen-tosenovsky-2.html,Czech Republic,Občanská demokratická strana,Active,674
674,Giovanni TOTI,EPP,https://www.votewatch.eu/en/term8-giovanni-toti.html,Italy,Forza Italia,Inactive,675
675,Ulrike TREBESIUS,ECR,https://www.votewatch.eu/en/term8-ulrike-trebesius.html,Germany,Independent,Active,676
676,Ramon TREMOSA i BALCELLS,ALDE/ADLE,https://www.votewatch.eu/en/term8-ramoni-tremosa-i-balcells.html,Spain,Partit Demòcrata Europeu i Català,Active,677
677,Mylène TROSZCZYNSKI,ENF,https://www.votewatch.eu/en/term8-mylene-troszczynski.html,France,Rassemblement national,Active,678
678,Helga TRÜPEL,Greens/EFA,https://www.votewatch.eu/en/term8-helga-trupel.html,Germany,Bündnis 90/Die Grünen,Active,679
679,Claude TURMES,Greens/EFA,https://www.votewatch.eu/en/term8-claude-turmes.html,Luxembourg,Déi Gréng - Les Verts,Inactive,680
680,Kazimierz Michał UJAZDOWSKI,NI,https://www.votewatch.eu/en/term8-kazimierz-michal-ujazdowski.html,Poland,Independent,Active,681
681,István UJHELYI,S&D,https://www.votewatch.eu/en/term8-istvan-ujhelyi.html,Hungary,Magyar Szocialista Párt,Active,682
682,Marita ULVSKOG,S&D,https://www.votewatch.eu/en/term8-marita-ulvskog.html,Sweden,Arbetarepartiet- Socialdemokraterna,Active,683
683,Traian UNGUREANU,EPP,https://www.votewatch.eu/en/term8-traian-ungureanu.html,Romania,Partidul Naţional Liberal,Active,684
684,Ernest URTASUN,Greens/EFA,https://www.votewatch.eu/en/term8-ernest-urtasun.html,Spain,Iniciativa per Catalunya Verds,Active,685
685,Vladimir URUTCHEV,EPP,https://www.votewatch.eu/en/term8-vladimir-urutchev.html,Bulgaria,Citizens for European Development of Bulgaria,Active,686
686,Viktor USPASKICH,ALDE/ADLE,https://www.votewatch.eu/en/term8-viktor-uspaskich.html,Lithuania,Darbo partija,Active,687
687,Ivo VAJGL,ALDE/ADLE,https://www.votewatch.eu/en/term8-ivo-vajgl.html,Slovenia,DeSUS - Demokratična Stranka Upokojencev Slovenije,Active,688
688,Ramón Luis VALCÁRCEL SISO,EPP,https://www.votewatch.eu/en/term8-ramon-luis-valcarcel-siso.html,Spain,Partido Popular,Active,689
689,Adina-Ioana VĂLEAN,EPP,https://www.votewatch.eu/en/term8-adina-ioana-valean.html,Romania,Partidul Naţional Liberal,Active,690
690,Elena VALENCIANO,S&D,https://www.votewatch.eu/en/term8-elena-valenciano.html,Spain,Partido Socialista Obrero Español,Active,691
691,Marco VALLI,EFDD,https://www.votewatch.eu/en/term8-marco-valli.html,Italy,Independent,Active,692
692,Ángela VALLINA,GUE-NGL,https://www.votewatch.eu/en/term8-angela-vallina.html,Spain,Izquierda Xunida,Active,693
693,Monika VANA,Greens/EFA,https://www.votewatch.eu/en/term8-monika-vana.html,Austria,Die Grünen - Die Grüne Alternative,Active,694
694,Kathleen VAN BREMPT,S&D,https://www.votewatch.eu/en/term8-kathleen-van-brempt.html,Belgium,Socialistische Partij.Anders,Active,695
695,Geoffrey VAN ORDEN,ECR,https://www.votewatch.eu/en/term8-geoffrey-van-orden.html,United Kingdom,Conservative Party,Active,696
696,Johan VAN OVERTVELDT,ECR,https://www.votewatch.eu/en/term8-johan-van-overtveldt.html,Belgium,Nieuw-Vlaamse Alliantie,Inactive,697
697,Derek VAUGHAN,S&D,https://www.votewatch.eu/en/term8-derek-vaughan.html,United Kingdom,Labour Party,Active,698
698,Paavo VÄYRYNEN,ALDE/ADLE,https://www.votewatch.eu/en/term8-paavo-vayrynen.html,Finland,Suomen Keskusta,Inactive,699
699,Marie-Christine VERGIAT,GUE-NGL,https://www.votewatch.eu/en/term8-marie-christine-vergiat.html,France,Front de Gauche,Active,700
700,Sabine VERHEYEN,EPP,https://www.votewatch.eu/en/term8-sabine-verheyen.html,Germany,Christlich Demokratische Union Deutschlands,Active,701
701,Guy VERHOFSTADT,ALDE/ADLE,https://www.votewatch.eu/en/term8-guy-verhofstadt.html,Belgium,Open Vlaamse Liberalen en Democraten,Active,702
702,Miguel VIEGAS,GUE-NGL,https://www.votewatch.eu/en/term8-miguel-viegas.html,Portugal,Partido Comunista Português,Active,703
703,Harald VILIMSKY,ENF,https://www.votewatch.eu/en/term8-harald-vilimsky.html,Austria,Freiheitliche Partei Österreichs,Active,704
704,Daniele VIOTTI,S&D,https://www.votewatch.eu/en/term8-daniele-viotti.html,Italy,Partito Democratico,Active,705
705,Henna VIRKKUNEN,EPP,https://www.votewatch.eu/en/term8-henna-virkkunen.html,Finland,Kansallinen Kokoomus,Active,706
706,Anders Primdahl VISTISEN,ECR,https://www.votewatch.eu/en/term8-anders-primdahl-vistisen.html,Denmark,Dansk Folkeparti,Active,707
707,Udo VOIGT,NI,https://www.votewatch.eu/en/term8-udo-voigt.html,Germany,Nationaldemokratische Partei Deutschlands,Active,708
708,Axel VOSS,EPP,https://www.votewatch.eu/en/term8-axel-voss.html,Germany,Christlich Demokratische Union Deutschlands,Active,709
709,Elissavet VOZEMBERG-VRIONIDI,EPP,https://www.votewatch.eu/en/term8-elissavet-vozemberg-vrionidi.html,Greece,Nea Demokratia,Active,710
710,Jarosław WAŁĘSA,EPP,https://www.votewatch.eu/en/term8-jaroslaw-walesa.html,Poland,Platforma Obywatelska,Active,711
711,Julie WARD,S&D,https://www.votewatch.eu/en/term8-julie-ward.html,United Kingdom,Labour Party,Active,712
712,Manfred WEBER,EPP,https://www.votewatch.eu/en/term8-manfred-weber.html,Germany,Christlich-Soziale Union in Bayern e.V.,Active,713
713,Renate WEBER,ALDE/ADLE,https://www.votewatch.eu/en/term8-renate-weber.html,Romania,ALDE Romania,Active,714
714,Josef WEIDENHOLZER,S&D,https://www.votewatch.eu/en/term8-josef-weidenholzer.html,Austria,Sozialdemokratische Partei Österreichs,Active,715
715,Jakob von WEIZSÄCKER,S&D,https://www.votewatch.eu/en/term8-jakob-von-weizsacker.html,Germany,Sozialdemokratische Partei Deutschlands,Inactive,716
716,Bogdan Brunon WENTA,EPP,https://www.votewatch.eu/en/term8-bogdan-brunon-wenta.html,Poland,Platforma Obywatelska,Inactive,717
717,Martina WERNER,S&D,https://www.votewatch.eu/en/term8-martina-werner.html,Germany,Sozialdemokratische Partei Deutschlands,Active,718
718,Kerstin WESTPHAL,S&D,https://www.votewatch.eu/en/term8-kerstin-westphal.html,Germany,Sozialdemokratische Partei Deutschlands,Active,719
719,Rainer WIELAND,EPP,https://www.votewatch.eu/en/term8-rainer-wieland.html,Germany,Christlich Demokratische Union Deutschlands,Active,720
720,Cecilia WIKSTRÖM,ALDE/ADLE,https://www.votewatch.eu/en/term8-cecilia-wikstrom.html,Sweden,Liberalerna,Active,721
721,Dame Glenis WILLMOTT,S&D,https://www.votewatch.eu/en/term8-dame-glenis-willmott.html,United Kingdom,Labour Party,Inactive,722
722,Kristina WINBERG,ECR,https://www.votewatch.eu/en/term8-kristina-winberg.html,Sweden,Sverigedemokraterna,Active,723
723,Hermann WINKLER,EPP,https://www.votewatch.eu/en/term8-hermann-winkler.html,Germany,Christlich Demokratische Union Deutschlands,Active,724
724,Iuliu WINKLER,EPP,https://www.votewatch.eu/en/term8-iuliu-winkler.html,Romania,Uniunea Democrată Maghiară din România,Active,725
725,Jadwiga WIŚNIEWSKA,ECR,https://www.votewatch.eu/en/term8-jadwiga-wisniewska.html,Poland,Prawo i Sprawiedliwość,Active,726
726,Janusz WOJCIECHOWSKI,ECR,https://www.votewatch.eu/en/term8-janusz-wojciechowski.html,Poland,Prawo i Sprawiedliwość,Inactive,727
727,Steven WOOLFE,NI,https://www.votewatch.eu/en/term8-steven-woolfe.html,United Kingdom,Independent,Active,728
728,Anna ZÁBORSKÁ,EPP,https://www.votewatch.eu/en/term8-anna-zaborska.html,Slovakia,Kresťanskodemokratické hnutie,Active,729
729,Theodoros ZAGORAKIS,EPP,https://www.votewatch.eu/en/term8-theodoros-zagorakis.html,Greece,Nea Demokratia,Active,730
730,Jan ZAHRADIL,ECR,https://www.votewatch.eu/en/term8-jan-zahradil.html,Czech Republic,Občanská demokratická strana,Active,731
731,Boris ZALA,S&D,https://www.votewatch.eu/en/term8-boris-zala.html,Slovakia,SMER-Sociálna demokracia,Active,732
732,Pablo ZALBA BIDEGAIN,EPP,https://www.votewatch.eu/en/term8-pablo-zalba-bidegain.html,Spain,Partido Popular,Inactive,733
733,Marco ZANNI,ENF,https://www.votewatch.eu/en/term8-marco-zanni.html,Italy,Lega Nord,Active,734
734,Flavio ZANONATO,S&D,https://www.votewatch.eu/en/term8-flavio-zanonato.html,Italy,Articolo UNO – Movimento Democratico e Progressista,Active,735
735,Sotirios ZARIANOPOULOS,NI,https://www.votewatch.eu/en/term8-sotirios-zarianopoulos.html,Greece,Communist Party of Greece,Active,736
736,Tatjana ŽDANOKA,Greens/EFA,https://www.votewatch.eu/en/term8-tatjana-zdanoka.html,Latvia,Latvijas Krievu savienība,Inactive,737
737,Tomáš ZDECHOVSKÝ,EPP,https://www.votewatch.eu/en/term8-tomas-zdechovsky.html,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,Active,738
738,Bogdan Andrzej ZDROJEWSKI,EPP,https://www.votewatch.eu/en/term8-bogdan-andrzej-zdrojewski.html,Poland,Platforma Obywatelska,Active,739
739,Joachim ZELLER,EPP,https://www.votewatch.eu/en/term8-joachim-zeller.html,Germany,Christlich Demokratische Union Deutschlands,Active,740
740,Janusz ZEMKE,S&D,https://www.votewatch.eu/en/term8-janusz-zemke.html,Poland,Sojusz Lewicy Demokratycznej - Unia Pracy,Active,741
741,Roberts ZĪLE,ECR,https://www.votewatch.eu/en/term8-roberts-zile.html,Latvia,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Active,742
742,Gabriele ZIMMER,GUE-NGL,https://www.votewatch.eu/en/term8-gabriele-zimmer.html,Germany,DIE LINKE.,Active,743
743,Jana ŽITŇANSKÁ,ECR,https://www.votewatch.eu/en/term8-jana-zitnanska.html,Slovakia,NOVA,Active,744
744,Kosma ZŁOTOWSKI,ECR,https://www.votewatch.eu/en/term8-kosma-zlotowski.html,Poland,Prawo i Sprawiedliwość,Active,745
745,Stanisław ŻÓŁTEK,ENF,https://www.votewatch.eu/en/term8-stanislaw-zoltek.html,Poland,Kongres Nowej Prawicy,Active,746
746,Carlos ZORRINHO,S&D,https://www.votewatch.eu/en/term8-carlos-zorrinho.html,Portugal,Partido Socialista,Active,747
747,Inês Cristina ZUBER,GUE-NGL,https://www.votewatch.eu/en/term8-ines-cristina-zuber.html,Portugal,Partido Comunista Português,Inactive,748
748,Marco ZULLO,EFDD,https://www.votewatch.eu/en/term8-marco-zullo.html,Italy,Movimento 5 Stelle,Active,749
749,Milan ZVER,EPP,https://www.votewatch.eu/en/term8-milan-zver.html,Slovenia,Slovenska demokratska stranka,Active,750
750,Tadeusz ZWIEFKA,EPP,https://www.votewatch.eu/en/term8-tadeusz-zwiefka.html,Poland,Platforma Obywatelska,Active,751
751,Flavio TOSI,NI,https://www.votewatch.eu/en/term8-flavio-tosi-2.html,Italy,Lega Nord,Inactive,752
752,Willy MEYER,GUE-NGL,https://www.votewatch.eu/en/term8-willy-meyer-2.html,Spain,Izquierda Unida,Inactive,753
753,Tania GONZÁLEZ PEÑAS  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-tania-gonzalez-penas.html,Spain,PODEMOS,Active,754
754,Linnéa ENGSTRÖM  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-linnea-engstrom.html,Sweden,Miljöpartiet de gröna,Active,755
755,Sander LOONES  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-sander-loones.html,Belgium,Nieuw-Vlaamse Alliantie,Inactive,756
756,Lefteris CHRISTOFOROU  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-lefteris-christoforou.html,Cyprus,Democratic Rally,Active,757
757,Carlos ITURGAIZ  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-carlos-iturgaiz.html,Spain,Partido Popular,Active,758
758,Urmas PAET  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-urmas-paet.html,Estonia,Eesti Reformierakond,Active,759
759,Emilian PAVEL  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-emilian-pavel.html,Romania,Partidul Social Democrat,Active,760
760,Inese VAIDERE  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-inese-vaidere.html,Latvia,"Partija ""VIENOTĪBA""",Active,761
761,Tom VANDENKENDELAERE  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-tom-vandenkendelaere.html,Belgium,Christen-Democratisch & Vlaams,Active,762
762,Enrique CALVET CHAMBON  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-enrique-calvet-chambon.html,Spain,Independiente,Active,763
763,Andrey NOVAKOV  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-andrey-novakov.html,Bulgaria,Citizens for European Development of Bulgaria,Active,764
764,Daniel DALTON  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-daniel-dalton.html,United Kingdom,Conservative Party,Active,765
765,Anneleen VAN BOSSUYT  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-anneleen-van-bossuyt.html,Belgium,Nieuw-Vlaamse Alliantie,Active,766
766,Hilde VAUTMANS  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-hilde-vautmans.html,Belgium,Open Vlaamse Liberalen en Democraten,Active,767
767,Stelios KOULOGLOU  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-stelios-kouloglou.html,Greece,Coalition of the Radical Left,Active,768
768,Miguel URBÁN CRESPO  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-miguel-urban-crespo.html,Spain,PODEMOS,Active,769
769,Damiano ZOFFOLI  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-damiano-zoffoli.html,Italy,Partito Democratico,Active,770
770,Estefanía TORRES MARTÍNEZ  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-estefania-torres-martinez.html,Spain,PODEMOS,Active,771
771,Mihai ŢURCANU  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-mihai-turcanu.html,Romania,Partidul Naţional Liberal,Active,772
772,Hannu TAKKULA  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-hannu-takkula.html,Finland,Suomen Keskusta,Inactive,773
773,Pirkko RUOHONEN-LERNER  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-pirkko-ruohonen-lerner.html,Finland,Perussuomalaiset,Active,774
774,Edward CZESAK  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-edward-czesak.html,Poland,Prawo i Sprawiedliwość,Active,775
775,Karoline GRASWANDER-HAINZ  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-karoline-graswander-hainz.html,Austria,Sozialdemokratische Partei Österreichs,Active,776
776,Stefano MAULLU  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-stefano-maullu.html,Italy,FRATELLI D' ITALIA,Active,777
777,Nikolaos CHOUNTIS  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-nikolaos-chountis.html,Greece,Popular Unity,Active,778
778,Auke ZIJLSTRA  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-auke-zijlstra.html,Netherlands,Partij voor de Vrijheid,Active,779
779,Jasenko SELIMOVIC  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-jasenko-selimovic.html,Sweden,Liberalerna,Active,780
780,Xabier BENITO ZILUAGA  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-xabier-benito-ziluaga.html,Spain,PODEMOS,Active,781
781,María Teresa GIMÉNEZ BARBAT  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-maria-teresa-gimenez-barbat.html,Spain,-,Active,782
782,Czesław HOC  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-czeslaw-hoc.html,Poland,Prawo i Sprawiedliwość,Active,783
783,Sławomir KŁOSOWSKI  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-slawomir-klosowski.html,Poland,Prawo i Sprawiedliwość,Active,784
